0,96,40,111,54,
33,0,77,63,8,
50,13,168,148,156,
63,100,147,74,69,
295,15,139,120,37,
85,101,143,57,115,
234,114,33,159,206,
90,107,301,167,170,
202,135,136,104,236,
140,133,172,280,213,
195,326,183,384,300,
394,276,194,244,417,
307,381,352,303,303,
243,359,176,345,215,
343,401,475,553,425,
621,558,391,395,600,
424,350,459,390,585,
749,386,593,378,369,
437,314,448,606,590,
360,305,399,378,502,
