156	9	342	450	284
472	120	39	200	542
191	0	228	199	0
522	111	381	289	281
34	106	530	214	0
234	90	346	55	30
81	564	7	103	173
268	301	0	0	409
28	197	350	240	300
264	363	270	349	121
103	0	117	34	99
391	215	712	32	392
181	303	651	148	64
547	103	78	120	154
348	114	301	281	100
129	57	0	193	170
198	355	0	79	300
165	278	241	411	111
113	131	634	247	214
459	52	0	157	71
