382,57,632,469,692,
238,108,239,7,419,
169,197,0,0,152,
284,332,711,483,255,
95,398,795,92,491,
265,537,11,41,262,
92,133,170,821,30,
57,403,553,335,724,
0,28,945,41,231,
131,321,106,507,292,
3,311,326,109,763,
45,584,131,96,524,
847,258,229,413,414,
181,309,452,860,329,
240,1080,258,54,160,
824,65,363,560,397,
201,522,246,33,364,
439,132,234,390,52,
643,0,667,200,650,
157,459,249,214,79,
